-4.000000000000000000e+01,-4.000000000000000000e+01,2.000000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.788185456114578642e+01,-3.841704201041891054e+01,1.898774948208968638e+01,6.327990329869493280e+00,2.545454452490719319e-03,1.249325771018773845e-01,2.118145438854223794e+00,1.582957989581082137e+00,-1.012250517910315173e+00,1.327990329869493946e+00,2.545454452490720186e-03,1.249325771018773845e-01
-3.587438865001553978e+01,-3.691872302200221867e+01,1.802645814762243504e+01,6.327264853229019437e+00,2.237650339962583574e-03,1.212393860560306014e-01,4.125611349984467324e+00,3.081276977997777777e+00,-1.973541852377565853e+00,1.327264853229020103e+00,2.237650339962584441e-03,1.212393860560306014e-01
-3.397080895884222684e+01,-3.549722673939041329e+01,1.711248376649034952e+01,6.326404536424613312e+00,1.939767970475287599e-03,1.170984289635740028e-01,6.029191041157784703e+00,4.502773260609580497e+00,-2.887516233509651808e+00,1.326404536424614200e+00,1.939767970475288032e-03,1.170984289635740028e-01
-3.216574889938323878e+01,-3.414685037808659729e+01,1.624324417731819636e+01,6.325416706139145084e+00,1.657503306876543115e-03,1.125924774888899943e-01,7.834251100616771879e+00,5.853149621913399159e+00,-3.756755822681804524e+00,1.325416706139146417e+00,1.657503306876543332e-03,1.125924774888899943e-01
-3.045384188339598097e+01,-3.286189115359384516e+01,1.541615721873074207e+01,6.324308689055486710e+00,1.396552312014061629e-03,1.078043032963609815e-01,9.546158116604026134e+00,7.138108846406147734e+00,-4.583842781269257038e+00,1.324308689055487376e+00,1.396552312014062280e-03,1.078043032963609954e-01
-2.883048005394606506e+01,-3.163785888953626113e+01,1.462907450160084366e+01,6.323092893978600415e+00,1.159877304605108845e-03,1.028180943501143529e-01,1.116951994605394383e+01,8.362141110463733540e+00,-5.370925498399159004e+00,1.323092893978600637e+00,1.159877304605109061e-03,1.028180943501143529e-01
-2.728994720736254820e+01,-3.046839904334171223e+01,1.387929384504058739e+01,6.321779708204262604e+00,9.492019183441721859e-04,9.771391088051328833e-02,1.271005279263746246e+01,9.531600956658282442e+00,-6.120706154959414391e+00,1.321779708204263271e+00,9.492019183441726196e-04,9.771391088051328833e-02
-2.582823243115472422e+01,-2.934992538151525920e+01,1.316507982365715179e+01,6.320382494939537743e+00,7.641957676398711133e-04,9.254622284610274086e-02,1.417176756884528466e+01,1.065007461848473547e+01,-6.834920176342849096e+00,1.320382494939537965e+00,7.641957676398714386e-04,9.254622284610274086e-02
-2.444183844111321235e+01,-2.827968561656480517e+01,1.248498270597746540e+01,6.318916620740422374e+00,6.036037251337159591e-04,8.736736247865888039e-02,1.555816155888679830e+01,1.172031438343519127e+01,-7.515017294022535488e+00,1.318916620740423262e+00,6.036037251337165012e-04,8.736736247865888039e-02
-2.312726795302861404e+01,-2.725492746099824970e+01,1.183755276052846028e+01,6.317397452162917482e+00,4.661706634672179231e-04,8.222966200995786290e-02,1.687273204697139661e+01,1.274507253900174675e+01,-8.162447239471541494e+00,1.317397452162917482e+00,4.661706634672188989e-04,8.222966200995786290e-02
-2.188102368269155562e+01,-2.627289862732349945e+01,1.122134025583706674e+01,6.315840355763018721e+00,3.506414552818887470e-04,7.718545367177587213e-02,1.811897631730845859e+01,1.372710137267649699e+01,-8.778659744162935041e+00,1.315840355763019165e+00,3.506414552818896144e-04,7.718545367177587213e-02
-2.069960834589263854e+01,-2.533084682804845045e+01,1.063489546043021328e+01,6.314260698096726188e+00,2.557609732192385465e-04,7.228706969588906406e-02,1.930039165410737212e+01,1.466915317195154245e+01,-9.365104539569788500e+00,1.314260698096726854e+00,2.557609732192400644e-04,7.228706969588906406e-02
-1.957958181955704191e+01,-2.442609523678121164e+01,1.007679229164576284e+01,6.312672994958037798e+00,1.794675395050635567e-04,6.757079409860540509e-02,2.042041818044296519e+01,1.557390476321878658e+01,-9.923207708354237155e+00,1.312672994958038464e+00,1.794675395050642072e-04,6.757079409860540509e-02
-1.851792733705932292e+01,-2.355664338647755329e+01,9.545823223243390387e+00,6.311088563643704852e+00,1.175090353222586569e-04,6.301861173393896731e-02,2.148207266294068418e+01,1.644335661352244315e+01,-1.045417677675660961e+01,1.311088563643704852e+00,1.175090353222593481e-04,6.301861173393896731e-02
-1.751187822542143024e+01,-2.272081172511687797e+01,9.040877877837132814e+00,6.309519640371561877e+00,6.889351679095287863e-05,5.866351025192077101e-02,2.248812177457857686e+01,1.727918827488311848e+01,-1.095912212216286719e+01,1.309519640371561877e+00,6.889351679095358336e-05,5.866351025192077101e-02
-1.655878664522173338e+01,-2.191702704634280252e+01,8.560875476134180317e+00,6.307976861990094442e+00,3.150649182333639014e-05,5.451622278242686248e-02,2.344121335477827373e+01,1.808297295365719393e+01,-1.143912452386581968e+01,1.307976861990095108e+00,3.150649182333714908e-05,5.451622278242686248e-02
-1.565601466141410469e+01,-2.114372392987127824e+01,8.104738319427942983e+00,6.306470763697492821e+00,3.246340849111796491e-06,5.058722477068973433e-02,2.434398533858590241e+01,1.885627607012871820e+01,-1.189526168057205702e+01,1.306470763697492377e+00,3.246340849112577455e-06,5.058722477068973433e-02
-1.480106264500248514e+01,-2.039947236677070919e+01,7.671433958782981399e+00,6.305008005168447838e+00,-1.744427417035612410e-05,4.687540274275028840e-02,2.519893735499752196e+01,1.960052763322928726e+01,-1.232856604121701949e+01,1.305008005168447838e+00,-1.744427417035542615e-05,4.687540274275028840e-02
-1.399137596107805237e+01,-1.968283891739791969e+01,7.259915411047408007e+00,6.303595239761180302e+00,-3.200500589792142943e-05,4.338085371877831858e-02,2.600862403892195474e+01,2.031716108260207676e+01,-1.274008458895259110e+01,1.303595239761180302e+00,-3.200500589792075858e-05,4.338085371877831858e-02
-1.322483341899677534e+01,-1.899272612667271076e+01,6.869269757397162834e+00,6.302236556428086445e+00,-4.154296785491822251e-05,4.009929269363567833e-02,2.677516658100322999e+01,2.100727387332728568e+01,-1.313073024260283717e+01,1.302236556428085779e+00,-4.154296785491762620e-05,4.009929269363567139e-02
-1.249931382811463010e+01,-1.832803653951489409e+01,6.498584079008185910e+00,6.300936044121559831e+00,-4.716527356268059197e-05,3.702643466218424884e-02,2.750068617188537701e+01,2.167196346048510236e+01,-1.350141592099181409e+01,1.300936044121560053e+00,-4.716527356268018539e-05,3.702643466218424190e-02
-1.181269599778757851e+01,-1.768767270084426002e+01,6.146945457056414597e+00,6.299697791793999357e+00,-4.997903654254267725e-05,3.415799461928588354e-02,2.818730400221242860e+01,2.231232729915573643e+01,-1.385305454294358540e+01,1.299697791793998691e+00,-4.997903654254265014e-05,3.415799461928587660e-02
-1.116323499390355423e+01,-1.707074357835912792e+01,5.813572946708370104e+00,6.298521793295837945e+00,-5.076007289529446426e-05,3.148408731926025106e-02,2.883676500609644933e+01,2.292925642164086852e+01,-1.418642705329163078e+01,1.298521793295837723e+00,-5.076007289529444394e-05,3.148408731926025800e-02
-1.054842938302938471e+01,-1.647599719392327700e+01,5.497404903315151081e+00,6.297409509989296161e+00,-5.003142264913743151e-05,2.899531514309939065e-02,2.945157061697062062e+01,2.352400280607671945e+01,-1.450259509668484981e+01,1.297409509989295717e+00,-5.003142264913737052e-05,2.899531514309939759e-02
-9.966626940746168728e+00,-1.590261816246756865e+01,5.197682995154067953e+00,6.296360356996395957e+00,-4.811329730701080926e-05,2.668323264404248024e-02,3.003337305925383660e+01,2.409738183753242780e+01,-1.480231700484593382e+01,1.296360356996395513e+00,-4.811329730701068729e-05,2.668323264404248718e-02
-9.416299724573267582e+00,-1.534985525239189563e+01,4.913693447094923172e+00,6.295373122526274123e+00,-4.528790461953705661e-05,2.453883395080683899e-02,3.058370027542673597e+01,2.465014474760810259e+01,-1.508630655290507683e+01,1.295373122526273457e+00,-4.528790461953695497e-05,2.453883395080684593e-02
-8.895919792030047901e+00,-1.481695723209614890e+01,4.644722484007528962e+00,6.294446594788066562e+00,-4.183745233733868684e-05,2.255311319210982074e-02,3.110408020796995743e+01,2.518304276790384932e+01,-1.535527751599247104e+01,1.294446594788066118e+00,-4.183745233733880881e-05,2.255311319210982421e-02
